epoch,train_loss,train_top1,train_top5,val_loss,val_top1,val_top5
60,2.2196298857529957,0.6853587962962963,0.712962962962963,4.279077785355704,0.21785714285714283,0.390625
61,2.2148720145225527,0.6835648148148148,0.7148148148148148,4.277239748409817,0.21547619047619046,0.3815476190476191
62,2.2166390041510264,0.6822337962962963,0.7145254629629629,4.26427744116102,0.21532738095238096,0.39032738095238095
63,2.2264967143535612,0.6826967592592593,0.7092592592592593,4.2716696092060635,0.21532738095238096,0.38139880952380956
64,2.217790259917577,0.6871527777777777,0.7157986111111111,4.26829959665026,0.21979166666666666,0.3861607142857143
65,2.20976784825325,0.6827546296296296,0.716087962962963,4.277114169938224,0.21770833333333334,0.3705357142857143
66,2.2190307398637135,0.6858217592592593,0.711863425925926,4.272707973207746,0.21770833333333334,0.3840773809523809
67,2.2221554776032764,0.6837384259259259,0.7082175925925926,4.269270130566189,0.21770833333333334,0.3751488095238095
68,2.2195046822230022,0.6855324074074074,0.7157407407407407,4.2671546425138205,0.21562499999999998,0.3794642857142857
69,2.200431227684021,0.688773148148148,0.7195023148148147,4.275969726698739,0.2199404761904762,0.36562500000000003
70,2.2045990963776907,0.6835069444444444,0.7152777777777778,4.283831851822989,0.2242559523809524,0.3836309523809524
71,2.207366794347763,0.6832175925925926,0.7186342592592593,4.2724640880312235,0.21547619047619046,0.39032738095238095
72,2.200034737586975,0.6850694444444444,0.7194444444444444,4.2872414248330255,0.21770833333333334,0.38571428571428573
73,2.201802865664164,0.6829282407407408,0.7251157407407407,4.272222927638462,0.2245535714285714,0.3815476190476191
74,2.1882619063059487,0.6858796296296297,0.7244212962962963,4.274973443576267,0.22678571428571428,0.38392857142857145
75,2.182804447412491,0.6861111111111111,0.723900462962963,4.289605430194309,0.2199404761904762,0.3769345238095238
76,2.1743829369544985,0.6916087962962963,0.7288773148148148,4.285855650901794,0.22023809523809526,0.38139880952380956
77,2.182134727636973,0.686863425925926,0.7288194444444444,4.287043350083487,0.2132440476190476,0.3860119047619048
78,2.146495606501897,0.6901041666666666,0.734375,4.28608580998012,0.2200892857142857,0.39955357142857145
79,2.162686308224996,0.6884837962962963,0.7280671296296296,4.2711464166641235,0.22217261904761904,0.4017857142857143
80,2.1579553842544557,0.6894675925925926,0.7300925925925926,4.279763766697475,0.2132440476190476,0.3882440476190476
81,2.151423382759094,0.6902199074074074,0.7329282407407407,4.265897103718349,0.21101190476190476,0.3949404761904762
82,2.1313746412595114,0.6934027777777777,0.7371527777777778,4.265213881220136,0.21770833333333334,0.390625
83,2.135557148853938,0.6891782407407407,0.735011574074074,4.244482142584665,0.2199404761904762,0.4016369047619048
84,2.12291930715243,0.6936342592592593,0.7483217592592593,4.25442259652274,0.21770833333333334,0.39955357142857145
85,2.119896862904231,0.6949074074074074,0.741261574074074,4.237250770841326,0.21770833333333334,0.40625
86,2.1148654798666637,0.689699074074074,0.7480902777777777,4.24258417742593,0.21339285714285713,0.4083333333333333
87,2.085332175095876,0.696585648148148,0.7549189814814814,4.236250741141183,0.21339285714285713,0.4038690476190476
88,2.098276158173879,0.6972800925925926,0.7519675925925926,4.23534061227526,0.21339285714285713,0.4105654761904762
89,2.093033834298452,0.6936342592592593,0.7561342592592593,4.235876134463719,0.21770833333333334,0.4104166666666667
90,2.0811355193456014,0.6983796296296296,0.7533564814814814,4.236303738185337,0.2132440476190476,0.4217261904761905
91,2.0698303639888764,0.7023148148148147,0.7625,4.231024435588291,0.21547619047619046,0.4172619047619048
92,2.091606589158376,0.6972800925925926,0.7530092592592593,4.2346693107060025,0.2132440476190476,0.4127976190476191
93,2.0745234270890553,0.7043402777777777,0.7631944444444444,4.235495073454721,0.2132440476190476,0.4127976190476191
94,2.0707391719023387,0.6991319444444444,0.7637152777777777,4.2325882741383145,0.21547619047619046,0.4105654761904762
95,2.0735963304837544,0.6980902777777778,0.7640046296296297,4.230689678873334,0.21547619047619046,0.4127976190476191
96,2.0624319275220233,0.7033564814814814,0.7637731481481481,4.231046267918178,0.21547619047619046,0.4127976190476191
97,2.0600469589233397,0.6994212962962963,0.7619791666666667,4.231327550751822,0.2132440476190476,0.4127976190476191
98,2.0825345317522683,0.6980324074074074,0.7594907407407407,4.231397611754281,0.2132440476190476,0.4127976190476191
99,2.069321701924006,0.7012731481481481,0.7637731481481481,4.231363449777875,0.2132440476190476,0.4127976190476191
